2276 1 125
29543 1 125
29077 1 125
28391 2 125
1471 1 125
241 23 125
21629 1 125
29863 1 125
196 1 125
3359 1 125
25720 2 125
5700 1 125
20679 1 125
4866 1 125
17332 1 125
7834 1 125
29862 1 125
22126 1 125
8247 1 125
21628 1 125
15652 1 125
7835 1 125
22778 1 125
25573 1 125
9430 1 125
19185 1 125
16975 1 125
1034 1 125
28725 1 125
9214 1 125
1126 1 125
29861 5 125
26389 1 125
27881 1 125
2654 1 125
710 1 125
29218 1 125
9490 1 125
1582 1 125
1397 1 125
22088 2 125
2293 2 125
25377 1 125
7038 1 125
3892 1 125
29838 1 125
29706 1 125
1708 1 125
673 1 125
3940 1 125
26822 2 125
29867 2 125
5301 1 125
23486 1 125
22247 1 125
7039 1 125
29866 1 125
29839 1 125
6472 1 125
24418 3 125
17676 1 125
10447 1 125
27193 1 125
3483 1 125
23311 1 125
10106 1 125
13608 1 125
26529 1 125
25252 1 125
11896 1 125
1479 1 125
15654 1 125
22458 1 125
3121 2 125
29864 3 125
106 2 125
24922 1 125
4861 1 125
5541 2 125
23439 3 125
29593 1 125
8189 1 125
29782 1 125
10456 1 125
4264 1 125
19011 1 125
27476 1 125
20433 1 125
26062 1 125
1748 1 125
23403 23 125
29530 1 125
11195 1 125
28300 1 125
3938 2 125
26786 1 125
29736 2 125
4148 1 125
6317 1 125
29840 1 125
4265 1 125
11379 1 125
1684 2 125
9169 1 125
20308 1 125
23709 1 125
14408 23 125
23401 1 125
19512 1 125
11866 1 125
22051 1 125
14577 1 125
18292 1 125
7043 1 125
20628 1 125
11417 2 125
11782 1 125
29734 1 125
28979 1 125
3617 1 125
2445 1 125
12484 1 125
16596 1 125
17304 1 125
22199 2 125
7042 2 125
19352 1 125
29144 1 125
10715 1 125
29733 1 125
19763 1 125
12199 1 125
4633 1 125
28657 1 125
4260 1 125
25580 1 125
25904 1 125
28738 1 125
11411 1 125
14394 1 125
6267 1 125
24858 1 125
7930 1 125
29383 2 125
4261 1 125
19421 1 125
14336 1 125
7273 1 125
11967 1 125
18568 1 125
26110 1 125
28093 2 125
8086 1 125
6310 1 125
29648 1 125
26735 2 125
26065 1 125
7046 1 125
29363 1 125
20759 1 125
10525 1 125
1237 1 125
24001 1 125
29730 1 125
12883 1 125
7948 1 125
19518 1 125
28895 1 125
20477 1 125
3045 1 125
29148 16 125
23086 1 125
22135 1 125
15678 1 125
8470 1 125
16712 1 125
27648 1 125
29149 2 125
29332 1 125
28308 1 125
16293 3 125
29871 2 125
8473 1 125
6538 1 125
13046 1 125
9079 1 125
5031 1 125
17999 1 125
28896 1 125
25947 1 125
28791 1 125
27945 1 125
10954 2 125
6539 2 125
12076 1 125
10269 1 125
22534 1 125
27942 1 125
376 1 125
29743 1 125
20511 1 125
8368 1 125
1385 1 125
29642 1 125
1929 1 125
24937 1 125
11083 6 125
16197 1 125
27478 1 125
11956 2 125
11761 1 125
2113 1 125
7002 1 125
13249 1 125
28975 1 125
12488 1 125
14028 1 125
28184 1 125
6319 2 125
3037 23 125
21294 2 125
808 1 125
25938 1 125
17104 1 125
23666 1 125
8175 1 125
24124 1 125
21295 2 125
25000 1 125
346 1 125
21761 1 125
10369 2 125
29466 1 125
20568 1 125
405 1 125
21296 1 125
14230 1 125
21762 1 125
6659 1 125
16733 1 125
22037 1 125
20178 1 125
23254 1 125
6145 1 125
7173 2 125
17172 1 125
19104 1 125
23664 1 125
3334 1 125
18859 1 125
22858 1 125
832 2 125
15852 1 125
22432 1 125
17502 1 125
29666 1 125
26289 1 125
24904 2 125
4 1 125
343 1 125
13905 1 125
28086 1 125
12322 1 125
16308 1 125
20890 1 125
18747 1 125
28087 2 125
21642 1 125
19263 1 125
22801 1 125
16217 1 125
9756 1 125
18501 1 125
21641 2 125
17019 1 125
10582 1 125
13842 1 125
25708 1 125
16944 1 125
25477 1 125
186 1 125
7 1 125
28632 1 125
26645 3 125
28868 1 125
1344 1 125
23120 1 125
26839 1 125
24077 1 125
21724 1 125
6846 1 125
1308 1 125
29171 1 125
19723 1 125
12890 1 125
28882 23 125
28937 1 125
3505 1 125
27972 1 125
4070 1 125
337 1 125
9693 1 125
6388 1 125
26801 1 125
28883 23 125
22352 1 125
451 1 125
18902 2 125
11453 1 125
17961 1 125
26802 1 125
25793 2 125
6706 1 125
17014 1 125
11243 1 125
13560 1 125
7600 2 125
21727 1 125
27970 1 125
25046 2 125
9246 1 125
4331 1 125
6027 2 125
5620 1 125
26803 1 125
7011 4 125
26951 1 125
14262 1 125
3507 1 125
1879 1 125
10279 3 125
28881 23 125
11824 1 125
11653 1 125
13035 1 125
11455 1 125
21597 1 125
21786 1 125
29777 1 125
25647 1 125
9348 1 125
17541 1 125
1204 1 125
8179 1 125
22320 1 125
28887 2 125
29651 1 125
23613 1 125
8841 1 125
10804 1 125
26028 1 125
4158 1 125
222 1 125
5144 1 125
15729 1 125
14267 2 125
37 1 125
25511 1 125
18555 1 125
7858 1 125
8842 1 125
26873 1 125
25797 1 125
14793 1 125
4510 1 125
2062 1 125
4832 1 125
13119 1 125
872 1 125
25936 1 125
25644 2 125
29565 1 125
25495 1 125
28603 1 125
26681 3 125
4586 1 125
28580 1 125
